_id,nameScientist,location,nation,personalWebsite,bestPublication[0],bestPublication[1],bestPublication[2],bestPublication[3],bestPublication[4],bestPublication[5],bestPublication[6],bestPublication[7],bestPublication[8],bestPublication[9],specialized,researchArea[0],researchArea[1],researchArea[2]
655a3fc1e5abb9415307d9eb,Ahmed E. Hassan,Queen's University,Canada,,Predicting faults using the complexity of code changesAhmed E. Hassan.\ninternational conference on software engineering (2009),Studying the effectiveness of application performance management (APM) tools for detecting performance regressions for web applications: an experience reportTarek M. Ahmed;Cor-Paul Bezemer;Tse-Hsun Chen;Ahmed E. Hassan.\nmining software repositories (2016),What are developers talking about? An analysis of topics and trends in Stack OverflowAnton Barua;Stephen W. Thomas;Ahmed E. Hassan.\nEmpirical Software Engineering (2014),A large-scale empirical study of just-in-time quality assuranceY. Kamei;E. Shihab;B. Adams;A. E. Hassan.\nIEEE Transactions on Software Engineering (2013),The road ahead for Mining Software RepositoriesA.E. Hassan.\ninternational conference on software maintenance (2008),What Do Mobile App Users Complain AboutHammad Khalid;Emad Shihab;Meiyappan Nagappan;Ahmed E. Hassan.\nIEEE Software (2015),An Empirical Comparison of Model Validation Techniques for Defect Prediction ModelsChakkrit Tantithamthavorn;Shane McIntosh;Ahmed E. Hassan;Kenichi Matsumoto.\nIEEE Transactions on Software Engineering (2017),Revisiting the impact of classification techniques on the performance of defect prediction modelsBaljinder Ghotra;Shane McIntosh;Ahmed E. Hassan.\ninternational conference on software engineering (2015),Predicting change propagation in software systemsA.E. Hassan;R.C. Holt.\ninternational conference on software maintenance (2004),"The impact of code review coverage and code review participation on software quality: a case study of the qt, VTK, and ITK projectsShane McIntosh;Yasutaka Kamei;Bram Adams;Ahmed E. Hassan.\nmining software repositories (2014)",Computer Science,,,
655a3fc9e5abb9415307d9ec,Peter Corcoran,"National University of Ireland, Galway",Ireland,,Method and component for image recognitionGabriel Costache;Peter Corcoran;Rhys Mulryan;Eran Steinberg.\n (2004),Real-time face tracking in a digital image acquisition deviceStefan Petrescu;Peter Corcoran;Eran Steinberg;Petronel Bigioi.\n (2007),Digital image enhancement with reference imagesEran Steinberg;Petronel Bigioi;Adrian Zamfir;Alexandru Drimbarean.\n (2008),Smart Augmentation Learning an Optimal Data Augmentation StrategyJoseph Lemley;Shabab Bazrafkan;Peter Corcoran.\nIEEE Access (2017),Foreground/Background Segmentation in Digital Images with Differential Exposure CalculationsEran Steinberg;Yury Prilutsky;Peter Corcoran;Petronel Bigioi.\n (2005),Workflow system for detection and classification of images suspected as pornographicEran Steinberg;Petronel Bigioi;Ilariu Raducan.\n (2001),Digital image processing using face detection and skin tone informationPeter Corcoran;Igor Barcovschi;Eran Steinberg;Yury Prilutsky.\n (2006),Image Acquisition Method and ApparatusPeter Corcoran;Eran Steinberg;Petronel Bigioi;Alexandru Drimbarean.\n (2007),Digital Image Processing Using Face Detection InformationEran Steinberg;Yury Prilutsky;Peter Corcoran;Petronel Bigioi.\n (2008),Red-eye filter method and apparatusEran Steinberg;Yury Prilutsky;Peter Corcoran;Petronel Bigioi.\n (2008),Computer Science,,,
655a3fd2e5abb9415307d9ed,Eero P. Simoncelli,New York University,United States,,Image quality assessment: from error visibility to structural similarityZhou Wang;A.C. Bovik;H.R. Sheikh;E.P. Simoncelli.\nIEEE Transactions on Image Processing (2004),"Multiscale structural similarity for image quality assessmentZ. Wang;E.P. Simoncelli;A.C. Bovik.\nasilomar conference on signals, systems and computers (2003)",Image denoising using scale mixtures of Gaussians in the wavelet domainJ. Portilla;V. Strela;M.J. Wainwright;E.P. Simoncelli.\nIEEE Transactions on Image Processing (2003),Natural image statistics and neural representationEero P Simoncelli;Bruno A Olshausen.\nAnnual Review of Neuroscience (2001),A Parametric Texture Model Based on Joint Statistics of Complex Wavelet CoefficientsJavier Portilla;Eero P. Simoncelli.\nInternational Journal of Computer Vision (2000),Shiftable multiscale transformsE.P. Simoncelli;W.T. Freeman;E.H. Adelson;D.J. Heeger.\nIEEE Transactions on Information Theory (1992),"Multi-scale structural similarity for image quality assessmentZhou Wang;Eero P. Simoncelli;Alan C. Bovik.\nasilomar conference on signals, systems and computers (2003)",The steerable pyramid: a flexible architecture for multi-scale derivative computationE.P. Simoncelli;W.T. Freeman.\ninternational conference on image processing (1995),Spatio-temporal correlations and visual signalling in a complete neuronal populationJonathan William Pillow;Jonathon Shlens;Liam Paninski;Alexander Sher.\nNature (2008),Motion illusions as optimal perceptsYair Weiss;Eero P. Simoncelli;Edward H. Adelson.\nNature Neuroscience (2002),Computer Science,Artificial intelligence,Statistics,Computer vision
655a3fdae5abb9415307d9ee,Donald E. Knuth,Stanford University,United States,,Concrete Mathematics: A Foundation for Computer ScienceRonald L. Graham;Donald E. Knuth;Oren Patashnik.\n (1994),The Art of Computer Programming: Volume 3: Sorting and SearchingDonald Knuth.\n (1973),On the Lambert W functionRobert M. Corless;Gaston H. Gonnet;D. E. G. Hare;David J. Jeffrey.\nAdvances in Computational Mathematics (1996),"The Art of Computer Programming, Volume 2: Seminumerical AlgorithmsDonald E. Knuth.\n (1981)",The Art of Computer Programming: Volume 3: Sorting and SearchingDonald Knuth.\n (1998),Fast Pattern Matching in StringsDonald E. Knuth;James H. Morris;Vaughan R. Pratt.\nSIAM Journal on Computing (1977),"The art of computer programming, volume 1 (3rd ed.): fundamental algorithmsDonald E. Knuth.\nJournal of the American Statistical Association (1997)",Semantics of context-free languagesDonald E. Knuth.\nTheory of Computing Systems / Mathematical Systems Theory (1968),The TeXbookDonald E. Knuth.\n (1984),Literate ProgrammingDonald Ervin Knuth.\n (1984),Computer Science,Programming language,Algorithm,Algebra
655a3fe3e5abb9415307d9ef,Simon Haykin,McMaster University,Canada,https://www.eng.mcmaster.ca/ece/people/faculty/simon-haykin,Adaptive Filter TheoryS Haykin.\n (1986),Cognitive radio: brain-empowered wireless communicationsS. Haykin.\nIEEE Journal on Selected Areas in Communications (2005),Neural Networks And Learning MachinesSimon S. Haykin.\n (2010),Adaptive filter theory (2nd ed.)Simon Haykin.\n (1991),Cubature Kalman FiltersI. Arasaratnam;S. Haykin.\nIEEE Transactions on Automatic Control (2009),Kalman Filtering and Neural NetworksSimon S. Haykin.\n (2001),GradientBased Learning Applied to Document RecognitionSimon Haykin;Bart Kosko.\n (2001),Cognitive radar: a way of the futureS. Haykin.\nIEEE Signal Processing Magazine (2006),Spectrum Sensing for Cognitive RadioS. Haykin;D.J. Thomson;J.H. Reed.\nProceedings of the IEEE (2009),Modern Wireless CommunicationsSimon Haykin;Michael Moher.\n (2004),Computer Science,Radar,Signal processing,Fourier transform
655a3febe5abb9415307d9f0,Pedro Domingos,University of Washington,United States,,On the Optimality of the Simple Bayesian Classifier under Zero-One LossPedro Domingos;Michael Pazzani.\nMachine Learning (1997),Markov logic networksMatthew Richardson;Pedro Domingos.\nMachine Learning (2006),Mining the network value of customersPedro Domingos;Matt Richardson.\nknowledge discovery and data mining (2001),A few useful things to know about machine learningPedro Domingos.\nCommunications of The ACM (2012),Mining high-speed data streamsPedro Domingos;Geoff Hulten.\nknowledge discovery and data mining (2000),Mining time-changing data streamsGeoff Hulten;Laurie Spencer;Pedro Domingos.\nknowledge discovery and data mining (2001),Mining knowledge-sharing sites for viral marketingMatthew Richardson;Pedro Domingos.\nknowledge discovery and data mining (2002),MetaCost: a general method for making classifiers cost-sensitivePedro Domingos.\nknowledge discovery and data mining (1999),Learning to map between ontologies on the semantic webAnHai Doan;Jayant Madhavan;Pedro Domingos;Alon Halevy.\nthe web conference (2002),Trust management for the semantic webMatthew Richardson;Rakesh Agrawal;Pedro Domingos.\ninternational semantic web conference (2003),Computer Science,,,
655a3ff3e5abb9415307d9f1,Ramesh Jain,"University of California, Irvine",United States,,Content-based image retrieval at the end of the early yearsA.W.M. Smeulders;M. Worring;S. Santini;A. Gupta.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (2000),Machine visionRamesh Jain;Rangachar Kasturi;Brian G. Schunck.\n (1995),"Content-based multimedia information retrieval: State of the art and challengesMichael S. Lew;Nicu Sebe;Chabane Djeraba;Ramesh Jain.\nACM Transactions on Multimedia Computing, Communications, and Applications (2006)",Using dynamic programming for solving variational problems in visionA.A. Amini;T.E. Weymouth;R.C. Jain.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (1990),Three-dimensional object recognitionPaul J. Besl;Ramesh C. Jain.\nACM Computing Surveys (1985),Segmentation through variable-order surface fittingP.J. Besl;R.C. Jain.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (1988),Virage image search engine: an open framework for image managementJeffrey R. Bach;Charles Fuller;Amarnath Gupta;Arun Hampapur.\nStorage and Retrieval for Image and Video Databases (1996),"Machine dynamic selection of one video camera/image of a scene from multiple video cameras/images of the scene in accordance with a particular perspective on the scene, an object in the scene, or an event in the sceneRamesh Jain;Saied Moezzi;Arun Katkere.\n (1995)",Similarity indexing with the SS-treeD.A. White;R. Jain.\ninternational conference on data engineering (1996),Visual information retrievalAmarnath Gupta;Ramesh Jain.\nCommunications of The ACM (1997),Computer Science,Computer vision,Computer graphics (images),Algorithm
655a3ffce5abb9415307d9f2,Abhinav Gupta,Carnegie Mellon University,United States,,Non-local Neural NetworksXiaolong Wang;Ross Girshick;Abhinav Gupta;Kaiming He.\ncomputer vision and pattern recognition (2018),The Visual Object Tracking VOT2016 Challenge ResultsMatej Kristan;Aleš Leonardis;Jiři Matas;Michael Felsberg.\neuropean conference on computer vision (2016),Unsupervised Visual Representation Learning by Context PredictionCarl Doersch;Abhinav Gupta;Alexei A. Efros.\ninternational conference on computer vision (2015),Training Region-Based Object Detectors with Online Hard Example MiningAbhinav Shrivastava;Abhinav Gupta;Ross Girshick.\ncomputer vision and pattern recognition (2016),The Stanford Dash multiprocessorD. Lenoski;J. Laudon;K. Gharachorloo;W.-D. Weber.\nIEEE Computer (1992),Revisiting Unreasonable Effectiveness of Data in Deep Learning EraChen Sun;Abhinav Shrivastava;Saurabh Singh;Abhinav Gupta.\ninternational conference on computer vision (2017),Target-driven visual navigation in indoor scenes using deep reinforcement learningYuke Zhu;Roozbeh Mottaghi;Eric Kolve;Joseph J. Lim.\ninternational conference on robotics and automation (2017),Ensemble of exemplar-SVMs for object detection and beyondTomasz Malisiewicz;Abhinav Gupta;Alexei A. Efros.\ninternational conference on computer vision (2011),Unsupervised Learning of Visual Representations Using VideosXiaolong Wang;Abhinav Gupta.\ninternational conference on computer vision (2015),Never-ending learningT. Mitchell;W. Cohen;E. Hruschka;P. Talukdar.\nCommunications of The ACM (2018),Computer Science,Health care,Artificial intelligence,Surgery
655a4004e5abb9415307d9f3,Zhengyou Zhang,Tencent (China),China,https://scholar.google.com/citations?hl=pl&user=1I-DKy8AAAAJ,A flexible new technique for camera calibrationZ. Zhang.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (2000),Flexible camera calibration by viewing a plane from unknown orientationsZhengyou Zhang.\ninternational conference on computer vision (1999),Iterative point matching for registration of free-form curves and surfacesZhengyou Zhang.\nInternational Journal of Computer Vision (1994),Microsoft Kinect Sensor and Its EffectZhengyou Zhang.\nIEEE MultiMedia (2012),A robust technique for matching two uncalibrated images through the recovery of the unknown epipolar geometryZhengyou Zhang;Rachid Deriche;Olivier Faugeras;Quang-Tuan Luong.\nArtificial Intelligence (1995),Determining the Epipolar Geometry and its Uncertainty: A ReviewZhengyou Zhang.\nInternational Journal of Computer Vision (1998),Deeply-Supervised NetsChen-Yu Lee;Saining Xie;Patrick W. Gallagher;Zhengyou Zhang.\ninternational conference on artificial intelligence and statistics (2015),Action recognition based on a bag of 3D pointsWanqing Li;Zhengyou Zhang;Zicheng Liu.\ncomputer vision and pattern recognition (2010),Parameter estimation techniques: a tutorial with application to conic fittingZhengyou Zhang.\nImage and Vision Computing (1997),Camera calibration with one-dimensional objectsZhengyou Zhang.\nIEEE Transactions on Pattern Analysis and Machine Intelligence (2004),Computer Science,Computer vision,Statistics,Robust regression
655a400de5abb9415307d9f4,Merouane Debbah,CentraleSupélec,France,,Massive MIMO in the UL/DL of Cellular Networks: How Many Antennas Do We Need?J. Hoydis;Stephan ten Brink;M. Debbah.\nIEEE Journal on Selected Areas in Communications (2013),Reconfigurable Intelligent Surfaces for Energy Efficiency in Wireless CommunicationChongwen Huang;Alessio Zappone;George C. Alexandropoulos;Merouane Debbah.\nIEEE Transactions on Wireless Communications (2019),"A Tutorial on UAVs for Wireless Networks: Applications, Challenges, and Open ProblemsMohammad Mozaffari;Walid Saad;Mehdi Bennis;Young-Han Nam.\n (2019)",Wireless Communications Through Reconfigurable Intelligent SurfacesErtugrul Basar;Marco Di Renzo;Julien De Rosny;Merouane Debbah.\nIEEE Access (2019),Living on the Edge: The Role of Proactive Caching in 5G Wireless NetworksEjder Bastug;Mehdi Bennis;Mérouane Debbah.\nIEEE Communications Magazine (2014),Coalitional game theory for communication networksW. Saad;Zhu Han;M. Debbah;A. Hjorungnes.\n (2009),Unmanned Aerial Vehicle With Underlaid Device-to-Device Communications: Performance and TradeoffsMohammad Mozaffari;Walid Saad;Mehdi Bennis;Merouane Debbah.\n (2016),Smart radio environments empowered by reconfigurable AI meta-surfaces: an idea whose time has comeMarco Di Renzo;Merouane Debbah;Dinh-Thuy Phan-Huy;Alessio Zappone.\nEurasip Journal on Wireless Communications and Networking (2019),"Massive MIMO Systems With Non-Ideal Hardware: Energy Efficiency, Estimation, and Capacity LimitsEmil Bjornson;Jakob Hoydis;Marios Kountouris;Merouane Debbah.\nIEEE Transactions on Information Theory (2014)",Efficient Deployment of Multiple Unmanned Aerial Vehicles for Optimal Wireless CoverageMohammad Mozaffari;Walid Saad;Mehdi Bennis;Merouane Debbah.\n (2016),Computer Science,,,
655a4015e5abb9415307d9f5,Peter Willett,University of Sheffield,United Kingdom,,Development and validation of a genetic algorithm for flexible docking.Gareth Jones;Peter Willett;Robert C Glen;Andrew R Leach.\nJournal of Molecular Biology (1997),Chemical Similarity SearchingPeter Willett;John M. Barnard and;Geoffrey M. Downs.\nJournal of Chemical Information and Computer Sciences (1998),Molecular recognition of receptor sites using a genetic algorithm with a description of desolvation.Gareth Jones;Peter Willett;Robert C. Glen.\nJournal of Molecular Biology (1995),Recent trends in hierarchic document clustering: a critical reviewPeter Willett.\nInformation Processing and Management (1988),Readings in information retrievalKaren Sparck Jones;Peter Willett.\n (1997),Similarity-based virtual screening using 2D fingerprintsPeter Willett.\nDrug Discovery Today (2006),Key conceptsKaren Sparck Jones;Peter Willett.\n (1997),The Porter stemming algorithm: then and nowPeter Willett.\nProgram: Electronic Library and Information Systems (2006),Maximum common subgraph isomorphism algorithms for the matching of chemical structures.John W. Raymond;Peter Willett.\nJournal of Computer-aided Molecular Design (2002),A genetic algorithm for flexible molecular overlay and pharmacophore elucidation.Gareth Jones;Peter Willett;Robert C. Glen.\nJournal of Computer-aided Molecular Design (1995),Computer Science,Artificial intelligence,Statistics,Algorithm
655a401ee5abb9415307d9f6,Paolo Toth,University of Bologna,Italy,https://scholar.google.com/citations?hl=pl&user=2IPL4XIAAAAJ,Knapsack Problems: Algorithms and Computer ImplementationsSilvano Martello;Paolo Toth.\n (1990),The vehicle routing problemPaolo Toth;Daniele Vigo.\n (2001),A Survey of Optimization Models for Train Routing and SchedulingJean-Francois Cordeau;Paolo Toth;Daniele Vigo.\nTransportation Science (1998),"Models, relaxations and exact approaches for the capacitated vehicle routing problemPaolo Toth;Daniele Vigo.\nDiscrete Applied Mathematics (2002)","Vehicle Routing: Problems, Methods, and Applications, Second EditionPaolo Toth;Daniele Vigo.\n (2014)","EXACT ALGORITHMS FOR THE VEHICLE ROUTING PROBLEM, BASED ON SPANNING TREE AND SHORTEST PATH RELAXATIONSNicos Christofides;Aristide Mingozzi;Paolo Toth.\nMathematical Programming (1981)",The Granular Tabu Search and Its Application to the Vehicle-Routing ProblemPaolo Toth;Daniele Vigo.\nInforms Journal on Computing (2003),Modeling and Solving the Train Timetabling ProblemAlberto Caprara;Matteo Fischetti;Paolo Toth.\nOperations Research (2002),An overview of recovery models and algorithms for real-time railway reschedulingValentina Cacchiani;Dennis Huisman;Martin Kidd;Leo Kroon.\nTransportation Research Part B-methodological (2014),A Heuristic Method for the Set Covering ProblemAlberto Caprara;Matteo Fischetti;Paolo Toth.\nOperations Research (1999),Computer Science,Travelling salesman problem,Vehicle routing problem,Branch and bound
655a4026e5abb9415307d9f7,Russ B. Altman,Stanford University,United States,https://people.stanford.edu/rbaltman/,Missing value estimation methods for DNA microarrays.Olga G. Troyanskaya;Michael N. Cantor;Gavin Sherlock;Patrick O. Brown.\nBioinformatics (2001),Pharmacogenomics Knowledge for Personalized MedicineM Whirl-Carrillo;E M McDonagh;J M Hebert;L Gong.\nClinical Pharmacology & Therapeutics (2012),Estimation of the warfarin dose with clinical and pharmacogenetic dataKlein Te;Altman Rb;Eriksson N.\nThe New England Journal of Medicine (2009),Diversity of gene expression in adenocarcinoma of the lungMitchell E. Garber;Olga G. Troyanskaya;Karsten Schluens;Simone Petersen.\nProceedings of the National Academy of Sciences of the United States of America (2001),Doxorubicin pathways: pharmacodynamics and adverse effectsCaroline F. Thorn;Connie Oshiro;Sharon Marsh;Tina Hernandez-Boussard.\nPharmacogenetics and Genomics (2011),Personal Omics Profiling Reveals Dynamic Molecular and Medical PhenotypesRui Chen;George I. Mias;Jennifer Li-Pook-Than;Lihua Jiang.\nCell (2012),Guidelines for investigating causality of sequence variants in human diseaseD G MacArthur;T A Manolio;D P Dimmock;H L Rehm.\nNature (2014),PRINCIPAL COMPONENTS ANALYSIS TO SUMMARIZE MICROARRAY EXPERIMENTS: APPLICATION TO SPORULATION TIME SERIESSoumya Raychaudhuri;Joshua M. Stuart;Russ B. Altman.\npacific symposium on biocomputing (1999),The Chemical Genomic Portrait of Yeast: Uncovering a Phenotype for All GenesMaureen E. Hillenmeyer;Eula Fung;Jan Wildenhain;Sarah E. Pierce.\nScience (2008),Clinical assessment incorporating a personal genomeEuan A Ashley;Atul J Butte;Matthew T Wheeler;Rong Chen.\nThe Lancet (2010),Computer Science,,,
655a402fe5abb9415307d9f8,Giles M. Foody,University of Nottingham,United Kingdom,https://www.nottingham.ac.uk/geography/people/giles.foody,Status of land cover classification accuracy assessmentGiles M. Foody.\nRemote Sensing of Environment (2002),Good practices for estimating area and assessing accuracy of land changePontus Olofsson;Giles M. Foody;Martin Herold;Stephen V. Stehman.\nRemote Sensing of Environment (2014),Thematic map comparison: Evaluating the statistical significance of differences in classification accuracyGiles M. Foody.\nPhotogrammetric Engineering and Remote Sensing (2004),A relative evaluation of multiclass image classification by support vector machinesG.M. Foody;A. Mathur.\nIEEE Transactions on Geoscience and Remote Sensing (2004),Feature Selection for Classification of Hyperspectral Data by SVMMahesh Pal;Giles M Foody.\nIEEE Transactions on Geoscience and Remote Sensing (2010),Making better use of accuracy data in land change studies: Estimating accuracy and area and quantifying uncertainty using stratified estimationPontus Olofsson;Giles M. Foody;Stephen V. Stehman;Curtis E. Woodcock.\nRemote Sensing of Environment (2013),Approaches for the production and evaluation of fuzzy land cover classifications from remotely-sensed dataGiles M. Foody.\nInternational Journal of Remote Sensing (1996),Predictive relations of tropical forest biomass from Landsat TM data and their transferability between regionsGiles M. Foody;Doreen S. Boyd;Mark E.J. Cutler.\nRemote Sensing of Environment (2003),Toward intelligent training of supervised image classifications: directing training data acquisition for SVM classificationGiles M. Foody;Ajay Mathur.\nRemote Sensing of Environment (2004),Derivation and applications of probabilistic measures of class membership from the maximum-likelihood classificationG. M. Foody;N. A. Campbell;N. M. Trodd;T. F. Wood.\nPhotogrammetric Engineering and Remote Sensing (1992),Computer Science,,,
655a4037e5abb9415307d9f9,Andreas Krause,ETH Zurich,Switzerland,,Cost-effective outbreak detection in networksJure Leskovec;Andreas Krause;Carlos Guestrin;Christos Faloutsos.\nknowledge discovery and data mining (2007),"Near-Optimal Sensor Placements in Gaussian Processes: Theory, Efficient Algorithms and Empirical StudiesAndreas Krause;Ajit Singh;Carlos Guestrin.\nJournal of Machine Learning Research (2008)",Gaussian Process Optimization in the Bandit Setting: No Regret and Experimental DesignNiranjan Srinivas;Andreas Krause;Matthias Seeger;Sham M. Kakade.\ninternational conference on machine learning (2010),Inferring networks of diffusion and influenceManuel Gomez Rodriguez;Jure Leskovec;Andreas Krause.\nknowledge discovery and data mining (2010),Inferring Networks of Diffusion and InfluenceManuel Gomez-Rodriguez;Jure Leskovec;Andreas Krause.\nACM Transactions on Knowledge Discovery From Data (2012),Submodular Function MaximizationAndreas Krause;Daniel Golovin.\nTractability : Practical Approaches to Hard Problems (2014),Information-Theoretic Regret Bounds for Gaussian Process Optimization in the Bandit SettingN. Srinivas;A. Krause;S. M. Kakade;M. Seeger.\nIEEE Transactions on Information Theory (2012),The battle of the water sensor networks (BWSN): A design challenge for engineers and algorithmsAvi Ostfeld;James G. Uber;Elad Salomons;Jonathan W. Berry.\n (2008),Adaptive submodularity: theory and applications in active learning and stochastic optimizationDaniel Golovin;Andreas Krause.\nJournal of Artificial Intelligence Research (2011),Gaussian Process Optimization in the Bandit Setting: No Regret and Experimental DesignNiranjan Srinivas;Andreas Krause;Sham M. Kakade;Matthias Seeger.\narXiv: Learning (2009),Computer Science,Artificial intelligence,Statistics,Machine learning
655a4041e5abb9415307d9fa,T.C.E. Cheng,Hong Kong Polytechnic University,China,https://fb.polyu.edu.hk/people/management-team/ir-prof-tc-edwin-cheng/,A survey of scheduling problems with setup times or costsAli Allahverdi;C.T. Ng;T.C.E. Cheng;Mikhail Y. Kovalyov.\n (2008),Responsive supply chain : A competitive strategy in a networked economyAngappa Gunasekaran;Kee hung Lai;T. C. Edwin Cheng.\n (2008),Adoption of internet banking: an empirical study in Hong KongT. C. Edwin Cheng;David Y. C. Lam;Andy C. L. Yeung.\n (2006),Managing carbon footprints in inventory managementGuowei Hua;T.C.E. Cheng;T.C.E. Cheng;Shouyang Wang.\nInternational Journal of Production Economics (2011),A concise survey of scheduling with time-dependent processing timesT. C.E. Cheng;Q. Ding;Bertrand M.T. Lin.\n (2004),A state-of-the-art review of parallel-machine scheduling researchT.C.E. Cheng;C.C.S. Sin.\n (1990),Survey of scheduling research involving due date determination decisionsT.C.E. Cheng;M.C. Gupta.\n (1989),The impact of employee satisfaction on quality and profitability in high-contact service industriesRachel W.Y. Yee;Andy C.L. Yeung;T.C. Edwin Cheng.\n (2008),"An empirical study of employee loyalty, service quality and firm performance in the service industryRachel W.Y. Yee;Andy C.L. Yeung;T.C. Edwin Cheng.\n (2010)",Measures for evaluating supply chain performance in transport logisticsKee-hung Lai;E.W.T Ngai;T.C.E Cheng.\n (2002),Computer Science,,,
655a404ae5abb9415307d9fb,Sebastien Ourselin,King's College London,United Kingdom,,Risk of COVID-19 among front-line health-care workers and the general community: a prospective cohort study.Long H. Nguyen;David A. Drew;Mark S. Graham;Amit D. Joshi.\nThe Lancet. Public health (2020),"Generalised Dice overlap as a deep learning loss function for highly unbalanced segmentationsCarole H. Sudre;Carole H. Sudre;Wenqi Li;Tom Vercauteren;Sebastien Ourselin;Sebastien Ourselin.\nDeep learning in medical image analysis and multimodal learning for clinical decision support : Third International Workshop, DLMIA 2017, and 7th International Workshop, ML-CDS 2017, held in conjunction with MICCAI 2017 Quebec City, QC,... (2017)",Real-time tracking of self-reported symptoms to predict potential COVID-19.Cristina Menni;Ana M. Valdes;Ana M. Valdes;Maxim B. Freidin;Carole H. Sudre.\nNature Medicine (2020),"Identifying the Best Machine Learning Algorithms for Brain Tumor Segmentation, Progression Assessment, and Overall Survival Prediction in the BRATS ChallengeSpyridon Bakas;Mauricio Reyes;Andras Jakab;Stefan Bauer.\narXiv: Computer Vision and Pattern Recognition (2018)",Fast free-form deformation using graphics processing unitsMarc Modat;Gerard R. Ridgway;Zeike A. Taylor;Manja Lehmann.\nComputer Methods and Programs in Biomedicine (2010),Attributes and predictors of long COVID.Carole H. Sudre;Carole H. Sudre;Benjamin Murray;Thomas Varsavsky;Mark S. Graham.\nNature Medicine (2021),"Identifying the Best Machine Learning Algorithms for Brain Tumor Segmentation, Progression Assessment, and Overall Survival Prediction in the BRATS ChallengeSpyridon Bakas;Mauricio Reyes;Andras Jakab;Stefan Bauer.\nUnknown Journal (2018)",Medical Image Computing and Computer-Assisted Intervention – MICCAI 2007Nicholas Ayache;Sébastien Ourselin;Anthony Maeder.\n (2007),Reconstructing a 3D structure from serial histological sectionsSébastien Ourselin;Alexis Roche;Gérard Subsol;Xavier Pennec.\nImage and Vision Computing (2001),Interactive Medical Image Segmentation Using Deep Learning With Image-Specific Fine TuningGuotai Wang;Wenqi Li;Maria A. Zuluaga;Rosalind Pratt.\nIEEE Transactions on Medical Imaging (2018),Computer Science,Magnetic resonance imaging,Temporal lobe,Frontal lobe
655a4054e5abb9415307d9fc,Shahram Izadi,Google (United States),United States,https://scholar.google.com/citations?hl=pl&user=hkCVqYkAAAAJ,KinectFusion: Real-time dense surface mapping and trackingRichard A. Newcombe;Shahram Izadi;Otmar Hilliges;David Molyneaux.\ninternational symposium on mixed and augmented reality (2011),KinectFusion: real-time 3D reconstruction and interaction using a moving depth cameraShahram Izadi;David Kim;Otmar Hilliges;David Molyneaux.\nuser interface software and technology (2011),SenseCam: a retrospective memory aidSteve Hodges;Lyndsay Williams;Emma Berry;Shahram Izadi.\nubiquitous computing (2006),Real-time 3D reconstruction at scale using voxel hashingMatthias Nießner;Michael Zollhöfer;Shahram Izadi;Marc Stamminger.\ninternational conference on computer graphics and interactive techniques (2013),Scene Coordinate Regression Forests for Camera Relocalization in RGB-D ImagesJamie Shotton;Ben Glocker;Christopher Zach;Shahram Izadi.\ncomputer vision and pattern recognition (2013),BundleFusion: real-time globally consistent 3D reconstruction using on-the-fly surface re-integrationAngela Dai;Matthias Nießner;Michael Zollhöfer;Shahram Izadi.\nACM Transactions on Graphics (2017),Digits: freehand 3D interactions anywhere using a wrist-worn gloveless sensorDavid Kim;Otmar Hilliges;Shahram Izadi;Alex D. Butler.\nuser interface software and technology (2012),"Accurate, Robust, and Flexible Real-time Hand TrackingToby Sharp;Cem Keskin;Duncan Robertson;Jonathan Taylor.\nhuman factors in computing systems (2015)",Holoportation: Virtual 3D Teleportation in Real-timeSergio Orts-Escolano;Christoph Rhemann;Sean Fanello;Wayne Chang.\nuser interface software and technology (2016),Real-time non-rigid reconstruction using an RGB-D cameraMichael Zollhöfer;Matthias Nießner;Shahram Izadi;Christoph Rehmann.\ninternational conference on computer graphics and interactive techniques (2014),Computer Science,,,
