_id,endPoint,name
655a296bc773a5d5bac0ff4f,https://research.com/u/david-zhang,David Zhang
655a296bc773a5d5bac0ff51,https://research.com/u/witold-pedrycz,Witold Pedrycz
655a296bc773a5d5bac0ff53,https://research.com/u/didier-dubois,Didier Dubois
655a296bc773a5d5bac0ff55,https://research.com/u/li-fei-fei,Li Fei-Fei
655a296bc773a5d5bac0ff57,https://research.com/u/william-t-freeman,William T. Freeman
655a296bc773a5d5bac0ff59,https://research.com/u/wolfram-burgard,Wolfram Burgard
655a296bc773a5d5bac0ff5b,https://research.com/u/larry-davis,Larry S. Davis
655a296bc773a5d5bac0ff5d,https://research.com/u/shree-nayar,Shree K. Nayar
655a296bc773a5d5bac0ff5f,https://research.com/u/xuelong-li,Xuelong Li
655a296bc773a5d5bac0ff61,https://research.com/u/huan-liu,Huan Liu
655a296bc773a5d5bac0ff63,https://research.com/u/mario-gerla,Mario Gerla
655a296bc773a5d5bac0ff65,https://research.com/u/john-stankovic,John A. Stankovic
655a296bc773a5d5bac0ff67,https://research.com/u/yann-lecun,Yann LeCun
655a296bc773a5d5bac0ff69,https://research.com/u/antonio-torralba,Antonio Torralba
655a296bc773a5d5bac0ff6b,https://research.com/u/stephen-grossberg,Stephen Grossberg
655a296bc773a5d5bac0ff6d,https://research.com/u/hans-peter-seidel,Hans-Peter Seidel
655a296bc773a5d5bac0ff6f,https://research.com/u/shankar-sastry,Shankar Sastry
655a296bc773a5d5bac0ff71,https://research.com/u/mubarak-shah,Mubarak Shah
655a296bc773a5d5bac0ff73,https://research.com/u/zhu-han,Zhu Han
655a296bc773a5d5bac0ff75,https://research.com/u/dinggang-shen,Dinggang Shen
655a296bc773a5d5bac0ff77,https://research.com/u/alan-yuille,Alan L. Yuille
655a296bc773a5d5bac0ff79,https://research.com/u/henri-prade,Henri Prade
655a296bc773a5d5bac0ff7b,https://research.com/u/randy-katz,Randy H. Katz
655a296bc773a5d5bac0ff7d,https://research.com/u/sergey-levine,Sergey Levine
655a296bc773a5d5bac0ff7f,https://research.com/u/luca-benini,Luca Benini
655a296bc773a5d5bac0ff81,https://research.com/u/theodore-s-rappaport,Theodore S. Rappaport
655a296bc773a5d5bac0ff83,https://research.com/u/hv-poor,H. Vincent Poor
655a296bc773a5d5bac0ff85,https://research.com/u/daniel-rueckert,Daniel Rueckert
655a296bc773a5d5bac0ff87,https://research.com/u/xin-yao,Xin Yao
655a296bc773a5d5bac0ff89,https://research.com/u/mengchu-zhou,MengChu Zhou
655a296bc773a5d5bac0ff8b,https://research.com/u/martin-vetterli,Martin Vetterli
655a2977de957cf400445484,https://research.com/u/dieter-fox,Dieter Fox
655a2977de957cf400445486,https://research.com/u/vince-d-calhoun,Vince D. Calhoun
655a2977de957cf400445488,https://research.com/u/amit-sheth,Amit P. Sheth
655a2977de957cf40044548a,https://research.com/u/robert-tarjan,Robert E. Tarjan
655a2977de957cf40044548c,https://research.com/u/zhi-hua-zhou,Zhi-Hua Zhou
655a2977de957cf40044548e,https://research.com/u/roland-siegwart,Roland Siegwart
655a2977de957cf400445490,https://research.com/u/alberto-sangiovanni-,Alberto Sangiovanni-Vincentelli
655a2977de957cf400445492,https://research.com/u/ron-kikinis,Ron Kikinis
655a2977de957cf400445494,https://research.com/u/daniela-rus,Daniela Rus
655a2977de957cf400445496,https://research.com/u/zoubin-ghahramani,Zoubin Ghahramani
655a2977de957cf400445498,https://research.com/u/l-hanzo,Lajos Hanzo
655a2977de957cf40044549a,https://research.com/u/charu-aggarwal,Charu C. Aggarwal
655a2977de957cf40044549c,https://research.com/u/andrzej-cichocki,Andrzej Cichocki
655a2977de957cf40044549e,https://research.com/u/noga-alon,Noga Alon
655a2977de957cf4004454a0,https://research.com/u/sushil-jajodia,Sushil Jajodia
655a2977de957cf4004454a2,https://research.com/u/philip-torr,Philip H. S. Torr
655a2977de957cf4004454a4,https://research.com/u/jennifer-rexford,Jennifer Rexford
655a2977de957cf4004454a6,https://research.com/u/heung-yeung-shum,Heung-Yeung Shum
655a2977de957cf4004454a8,https://research.com/u/hojjat-adeli,Hojjat Adeli
655a2977de957cf4004454aa,https://research.com/u/jure-leskovec,Jure Leskovec
655a2977de957cf4004454ac,https://research.com/u/andrew-mccallum,Andrew McCallum
655a2977de957cf4004454ae,https://research.com/u/richard-baraniuk,Richard G. Baraniuk
655a2977de957cf4004454b0,https://research.com/u/michael-j-black,Michael J. Black
655a2977de957cf4004454b2,https://research.com/u/jie-wu,Jie Wu
655a2977de957cf4004454b4,https://research.com/u/martial-hebert,Martial Hebert
655a2977de957cf4004454b6,https://research.com/u/david-e-goldberg,David E. Goldberg
655a2977de957cf4004454b8,https://research.com/u/jian-sun,Jian Sun
655a2977de957cf4004454ba,https://research.com/u/mark-newman,Mark Newman
655a2977de957cf4004454bc,https://research.com/u/marco-dorigo,Marco Dorigo
655a2977de957cf4004454be,https://research.com/u/susan-dumais,Susan T. Dumais
655a2977de957cf4004454c0,https://research.com/u/kang-g-shin,Kang G. Shin
655a2977de957cf4004454c2,https://research.com/u/enrique-herrera-vied,Enrique Herrera-Viedma
655a2977de957cf4004454c4,https://research.com/u/zhang-liangpei,Liangpei Zhang
655a2977de957cf4004454c6,https://research.com/u/vijay-kumar-1,Vijay Kumar
655a2977de957cf4004454c8,https://research.com/u/onur-mutlu,Onur Mutlu
655a2977de957cf4004454ca,https://research.com/u/alan-bovik,Alan C. Bovik
655a2977de957cf4004454cc,https://research.com/u/thomas-kailath,Thomas Kailath
655a2977de957cf4004454ce,https://research.com/u/mihir-bellare,Mihir Bellare
655a2977de957cf4004454d0,https://research.com/u/max-viergever,Max A. Viergever
655a2977de957cf4004454d2,https://research.com/u/moshe-vardi,Moshe Y. Vardi
655a2977de957cf4004454d4,https://research.com/u/wei-ying-ma,Wei-Ying Ma
655a2977de957cf4004454d6,https://research.com/u/arogyaswami-paulraj,Arogyaswami Paulraj
655a2977de957cf4004454d8,https://research.com/u/kishor-trivedi,Kishor S. Trivedi
655a2977de957cf4004454da,https://research.com/u/stanley-osher,Stanley Osher
655a2977de957cf4004454dc,https://research.com/u/jon-kleinberg,Jon Kleinberg
655a2977de957cf4004454de,https://research.com/u/judea-pearl,Judea Pearl
655a2977de957cf4004454e0,https://research.com/u/bing-liu,Bing Liu
655a2977de957cf4004454e2,https://research.com/u/hermann-ney,Hermann Ney
655a2977de957cf4004454e4,https://research.com/u/dr-pn-suganthan,Ponnuthurai Nagaratnam Suganthan
655a2977de957cf4004454e6,https://research.com/u/jeffrey-ullman,Jeffrey D. Ullman
655a2977de957cf4004454e8,https://research.com/u/guillermo-sapiro,Guillermo Sapiro
655a2977de957cf4004454ea,https://research.com/u/michael-unser,Michael Unser
655a2977de957cf4004454ec,https://research.com/u/thomas-henzinger,Thomas A. Henzinger
655a2977de957cf4004454ee,https://research.com/u/w-bruce-croft,W. Bruce Croft
655a2977de957cf4004454f0,https://research.com/u/tieniu-tan,Tieniu Tan
655a2977de957cf4004454f2,https://research.com/u/dusit-niyato,Dusit Niyato
655a2977de957cf4004454f4,https://research.com/u/david-l-donoho,David L. Donoho
655a2977de957cf4004454f6,https://research.com/u/david-patterson,David A. Patterson
655a2977de957cf4004454f8,https://research.com/u/joshua-b-tenenbaum,Joshua B. Tenenbaum
655a2977de957cf4004454fa,https://research.com/u/jennifer-widom,Jennifer Widom
655a2977de957cf4004454fc,https://research.com/u/mani-srivastava,Mani Srivastava
655a2977de957cf4004454fe,https://research.com/u/stan-z-li,Stan Z. Li
655a2977de957cf400445500,https://research.com/u/nicholas-ayache,Nicholas Ayache
655a2977de957cf400445502,https://research.com/u/elisa-bertino,Elisa Bertino
655a2977de957cf400445504,https://research.com/u/mark-horowitz,Mark Horowitz
655a2977de957cf400445506,https://research.com/u/richard-m-karp,Richard M. Karp
655a2977de957cf400445508,https://research.com/u/rosalind-picard,Rosalind W. Picard
655a2977de957cf40044550a,https://research.com/u/michael-stonebraker,Michael Stonebraker
655a2977de957cf40044550c,https://research.com/u/u-rajendra-acharya,U. Rajendra Acharya
655a2977de957cf40044550e,https://research.com/u/marc-pollefeys,Marc Pollefeys
655a2977de957cf400445510,https://research.com/u/juergen-schmidhuber,Jürgen Schmidhuber
655a2977de957cf400445512,https://research.com/u/gert-pfurtscheller,Gert Pfurtscheller
655a2977de957cf400445514,https://research.com/u/imran-chaudhri,Imran Chaudhri
655a2977de957cf400445516,https://research.com/u/markus-gross,Markus Gross
655a2977de957cf400445518,https://research.com/u/pietro-perona,Pietro Perona
655a2977de957cf40044551a,https://research.com/u/jason-weston,Jason Weston
655a2977de957cf40044551c,https://research.com/u/vipin-kumar,Vipin Kumar
655a2977de957cf40044551e,https://research.com/u/vern-paxson,Vern Paxson
655a2977de957cf400445520,https://research.com/u/fred-glover,Fred Glover
655a2977de957cf400445522,https://research.com/u/azriel-rosenfeld,Azriel Rosenfeld
655a2977de957cf400445524,https://research.com/u/pascal-fua,Pascal Fua
655a2977de957cf400445526,https://research.com/u/daniel-cremers,Daniel Cremers
655a2977de957cf400445528,https://research.com/u/victor-c-m-leung,Victor C. M. Leung
655a2977de957cf40044552a,https://research.com/u/bernd-girod,Bernd Girod
655a2977de957cf40044552c,https://research.com/u/daniel-cohen-or,Daniel Cohen-Or
655a2977de957cf40044552e,https://research.com/u/martin-abadi,Martín Abadi
655a2977de957cf400445530,https://research.com/u/moni-naor,Moni Naor
655a2977de957cf400445532,https://research.com/u/amir-pnueli,Amir Pnueli
655a2977de957cf400445534,https://research.com/u/alan-s-willsky,Alan S. Willsky
655a2977de957cf400445536,https://research.com/u/pierre-baldi,Pierre Baldi
655a2977de957cf400445538,https://research.com/u/michael-r-lyu,Michael R. Lyu
655a2977de957cf40044553a,https://research.com/u/shyi-ming-chen,Shyi-Ming Chen
655a2977de957cf40044553c,https://research.com/u/ruslan-salakhutdinov,Ruslan Salakhutdinov
655a2977de957cf40044553e,https://research.com/u/lixia-zhang,Lixia Zhang
655a2977de957cf400445540,https://research.com/u/michael-franklin,Michael J. Franklin
655a2977de957cf400445542,https://research.com/u/shun-ichi-amari,Shun-ichi Amari
655a2977de957cf400445544,https://research.com/u/martin-wainwright,Martin J. Wainwright
655a2977de957cf400445546,https://research.com/u/tim-finin,Tim Finin
655a2977de957cf400445548,https://research.com/u/michel-gendreau,Michel Gendreau
655a2977de957cf40044554a,https://research.com/u/panos-pardalos,Panos M. Pardalos
655a2987cb2f1ebcf994cd8f,https://research.com/u/qi-tian,Qi Tian
655a2987cb2f1ebcf994cd91,https://research.com/u/dinesh-manocha,Dinesh Manocha
655a2987cb2f1ebcf994cd93,https://research.com/u/zhang-tong,Tong Zhang
655a2987cb2f1ebcf994cd95,https://research.com/u/eric-xing,Eric P. Xing
655a2987cb2f1ebcf994cd97,https://research.com/u/srini-devadas,Srinivas Devadas
655a2987cb2f1ebcf994cd99,https://research.com/u/sajal-k-das,Sajal K. Das
655a2987cb2f1ebcf994cd9b,https://research.com/u/andrew-blake,Andrew Blake
655a2987cb2f1ebcf994cd9d,https://research.com/u/ramesh-govindan,Ramesh Govindan
655a2987cb2f1ebcf994cd9f,https://research.com/u/de-moor-bart,Bart De Moor
655a2987cb2f1ebcf994cda1,https://research.com/u/samuel-madden,Samuel Madden
655a2987cb2f1ebcf994cda3,https://research.com/u/dan-jurafsky,Dan Jurafsky
655a2987cb2f1ebcf994cda5,https://research.com/u/hsinchun-chen,Hsinchun Chen
655a2987cb2f1ebcf994cda7,https://research.com/u/john-m-carroll,John M. Carroll
655a2987cb2f1ebcf994cda9,https://research.com/u/tat-seng-chua,Tat-Seng Chua
655a2987cb2f1ebcf994cdab,https://research.com/u/wen-gao,Wen Gao
655a2987cb2f1ebcf994cdad,https://research.com/u/edmund-clarke,Edmund M. Clarke
655a2987cb2f1ebcf994cdaf,https://research.com/u/oded-goldreich,Oded Goldreich
655a2987cb2f1ebcf994cdb1,https://research.com/u/li-deng,Li Deng
655a2987cb2f1ebcf994cdb3,https://research.com/u/biswanath-mukherjee,Biswanath Mukherjee
655a2987cb2f1ebcf994cdb5,https://research.com/u/samy-bengio,Samy Bengio
655a2987cb2f1ebcf994cdb7,https://research.com/u/andreas-f-molisch,Andreas F. Molisch
655a2987cb2f1ebcf994cdb9,https://research.com/u/maja-j-mataric,Maja J. Matarić
655a2987cb2f1ebcf994cdbb,https://research.com/u/tao-li,Tao Li
655a2987cb2f1ebcf994cdbd,https://research.com/u/chunhua-shen,Chunhua Shen
655a2987cb2f1ebcf994cdbf,https://research.com/u/bahram-javidi,Bahram Javidi
655a2987cb2f1ebcf994cdc1,https://research.com/u/shaogang-gong,Shaogang Gong
655a2987cb2f1ebcf994cdc3,https://research.com/u/dimitri-bertsekas,Dimitri P. Bertsekas
655a2987cb2f1ebcf994cdc5,https://research.com/u/david-blei,David M. Blei
655a2987cb2f1ebcf994cdc7,https://research.com/u/hans-peter-kriegel,Hans-Peter Kriegel
655a2987cb2f1ebcf994cdc9,https://research.com/u/michael-wooldridge,Michael Wooldridge
655a2987cb2f1ebcf994cdcb,https://research.com/u/laszlo-lovasz,László Lovász
655a2987cb2f1ebcf994cdcd,https://research.com/u/eamonn-keogh,Eamonn Keogh
655a2987cb2f1ebcf994cdcf,https://research.com/u/patrick-hanrahan,Pat Hanrahan
655a2987cb2f1ebcf994cdd1,https://research.com/u/lorenzo-bruzzone,Lorenzo Bruzzone
655a2987cb2f1ebcf994cdd3,https://research.com/u/dimitris-n-metaxas,Dimitris N. Metaxas
655a2987cb2f1ebcf994cdd5,https://research.com/u/christopher-kruegel,Christopher Kruegel
655a2987cb2f1ebcf994cdd7,https://research.com/u/lorrie-faith-cranor,Lorrie Faith Cranor
655a2987cb2f1ebcf994cdd9,https://research.com/u/neeraj-kumar,Neeraj Kumar
655a2987cb2f1ebcf994cddb,https://research.com/u/kim-kwang-raymond-choo,Kim-Kwang Raymond Choo
655a2987cb2f1ebcf994cddd,https://research.com/u/assaf-natanzon,Assaf Natanzon
655a2987cb2f1ebcf994cddf,https://research.com/u/serge-belongie,Serge Belongie
655a2987cb2f1ebcf994cde1,https://research.com/u/adrian-perrig,Adrian Perrig
655a2987cb2f1ebcf994cde3,https://research.com/u/william-dally,William J. Dally
655a2987cb2f1ebcf994cde5,https://research.com/u/nick-mckeown,Nick McKeown
655a2987cb2f1ebcf994cde7,https://research.com/u/thomas-anderson,Thomas Anderson
655a2987cb2f1ebcf994cde9,https://research.com/u/jmmendel,Jerry M. Mendel
655a2987cb2f1ebcf994cdeb,https://research.com/u/joseph-hellerstein,Joseph M. Hellerstein
655a2987cb2f1ebcf994cded,https://research.com/u/raquel-urtasun,Raquel Urtasun
655a2987cb2f1ebcf994cdef,https://research.com/u/steffen-staab,Steffen Staab
655a2987cb2f1ebcf994cdf1,https://research.com/u/gerhard-weikum,Gerhard Weikum
655a2987cb2f1ebcf994cdf3,https://research.com/u/surajit-chaudhuri,Surajit Chaudhuri
655a2987cb2f1ebcf994cdf5,https://research.com/u/george-j-pappas,George J. Pappas
655a2987cb2f1ebcf994cdf7,https://research.com/u/mark-harman,Mark Harman
655a2987cb2f1ebcf994cdf9,https://research.com/u/jun-wang-2,Jun Wang
655a2987cb2f1ebcf994cdfb,https://research.com/u/rajeev-alur,Rajeev Alur
655a2987cb2f1ebcf994cdfd,https://research.com/u/jon-crowcroft,Jon Crowcroft
655a2987cb2f1ebcf994cdff,https://research.com/u/amin-vahdat,Amin Vahdat
655a2987cb2f1ebcf994ce01,https://research.com/u/francis-bach,Francis Bach
655a2987cb2f1ebcf994ce03,https://research.com/u/ramesh-raskar,Ramesh Raskar
655a2987cb2f1ebcf994ce05,https://research.com/u/ekram-hossain,Ekram Hossain
655a2987cb2f1ebcf994ce07,https://research.com/u/j-j-garcia-luna-acev,J.J. Garcia-Luna-Aceves
655a2987cb2f1ebcf994ce09,https://research.com/u/gaurav-sukhatme,Gaurav S. Sukhatme
655a2987cb2f1ebcf994ce0b,https://research.com/u/george-karypis,George Karypis
655a2987cb2f1ebcf994ce0d,https://research.com/u/john-tsitsiklis,John N. Tsitsiklis
655a2987cb2f1ebcf994ce0f,https://research.com/u/michael-elad,Michael Elad
655a2987cb2f1ebcf994ce11,https://research.com/u/izak-benbasat,Izak Benbasat
655a2987cb2f1ebcf994ce13,https://research.com/u/josef-kittler,Josef Kittler
655a2987cb2f1ebcf994ce15,https://research.com/u/jian-pei,Jian Pei
655a2987cb2f1ebcf994ce17,https://research.com/u/david-heckerman,David Heckerman
655a2987cb2f1ebcf994ce19,https://research.com/u/jean-pierre-hubaux,Jean-Pierre Hubaux
655a2987cb2f1ebcf994ce1b,https://research.com/u/ian-horrocks,Ian Horrocks
655a2987cb2f1ebcf994ce1d,https://research.com/u/nassir-navab,Nassir Navab
655a2987cb2f1ebcf994ce1f,https://research.com/u/david-dewitt,David J. DeWitt
655a2987cb2f1ebcf994ce21,https://research.com/u/jon-atli-benediktsso,Jon Atli Benediktsson
655a2987cb2f1ebcf994ce23,https://research.com/u/gene-tsudik,Gene Tsudik
655a2987cb2f1ebcf994ce25,https://research.com/u/christos-davatzikos,Christos Davatzikos
655a2987cb2f1ebcf994ce27,https://research.com/u/erik-cambria,Erik Cambria
655a2987cb2f1ebcf994ce29,https://research.com/u/louis-rosenberg,Louis B. Rosenberg
655a2987cb2f1ebcf994ce2b,https://research.com/u/saul-greenberg,Saul Greenberg
655a2987cb2f1ebcf994ce2d,https://research.com/u/ronald-l-rivest,Ronald L. Rivest
655a2987cb2f1ebcf994ce2f,https://research.com/u/lawrence-r-rabiner,Lawrence R. Rabiner
655a2987cb2f1ebcf994ce31,https://research.com/u/thomas-brox,Thomas Brox
655a2987cb2f1ebcf994ce33,https://research.com/u/james-c-bezdek,James C. Bezdek
655a2987cb2f1ebcf994ce35,https://research.com/u/david-karger,David R. Karger
655a2987cb2f1ebcf994ce37,https://research.com/u/gregory-d-abowd,Gregory D. Abowd
655a2987cb2f1ebcf994ce39,https://research.com/u/roberto-cipolla,Roberto Cipolla
655a2987cb2f1ebcf994ce3b,https://research.com/u/pushmeet-kohli,Pushmeet Kohli
655a2987cb2f1ebcf994ce3d,https://research.com/u/eduard-hovy,Eduard Hovy
655a2987cb2f1ebcf994ce3f,https://research.com/u/oren-etzioni-1,Oren Etzioni
655a2987cb2f1ebcf994ce41,https://research.com/u/wenke-lee,Wenke Lee
655a2987cb2f1ebcf994ce43,https://research.com/u/bjorn-w-schuller,Björn Schuller
655a2987cb2f1ebcf994ce45,https://research.com/u/mark-musen,Mark A. Musen
655a2987cb2f1ebcf994ce47,https://research.com/u/salvatore-stolfo,Salvatore J. Stolfo
655a2987cb2f1ebcf994ce49,https://research.com/u/john-mylopoulos,John Mylopoulos
655a2987cb2f1ebcf994ce4b,https://research.com/u/ajith-abraham,Ajith Abraham
655a2987cb2f1ebcf994ce4d,https://research.com/u/shrikanth-narayanan,Shrikanth S. Narayanan
655a2987cb2f1ebcf994ce4f,https://research.com/u/brad-a-myers,Brad A. Myers
655a2987cb2f1ebcf994ce51,https://research.com/u/jingsheng-jason-cong,Jason Cong
655a2987cb2f1ebcf994ce53,https://research.com/u/john-c-mitchell,John C. Mitchell
655a2987cb2f1ebcf994ce55,https://research.com/u/lotfi-a-zadeh,Lotfi A. Zadeh
655a298daff7d28408308f41,https://research.com/u/rajeev-motwani,Rajeev Motwani
655a298daff7d28408308f43,https://research.com/u/peter-dayan,Peter Dayan
655a298daff7d28408308f45,https://research.com/u/jim-hendler,James A. Hendler
655a298daff7d28408308f47,https://research.com/u/horst-bischof,Horst Bischof
655a298daff7d28408308f49,https://research.com/u/i-d-reid,Ian Reid
655a298daff7d28408308f4b,https://research.com/u/mohsen-guizani,Mohsen Guizani
655a298daff7d28408308f4d,https://research.com/u/maja-pantic,Maja Pantic
655a298daff7d28408308f4f,https://research.com/u/stefan-schaal,Stefan Schaal
655a298daff7d28408308f51,https://research.com/u/michael-reiter,Michael K. Reiter
655a298daff7d28408308f53,https://research.com/u/tarek-abdelzaher,Tarek Abdelzaher
655a298daff7d28408308f55,https://research.com/u/jiebo-luo,Jiebo Luo
655a298daff7d28408308f57,https://research.com/u/micha-sharir,Micha Sharir
655a298daff7d28408308f59,https://research.com/u/edmund-kieran-burke,Edmund K. Burke
655a298daff7d28408308f5b,https://research.com/u/christian-s-jensen,Christian S. Jensen
655a298daff7d28408308f5d,https://research.com/u/scott-forstall,Scott Forstall
655a298daff7d28408308f5f,https://research.com/u/yaakov-bar-shalom,Yaakov Bar-Shalom
655a298daff7d28408308f61,https://research.com/u/peter-f-stadler,Peter F. Stadler
655a298daff7d28408308f63,https://research.com/u/robert-e-kraut,Robert E. Kraut
655a298daff7d28408308f65,https://research.com/u/thomas-l-griffiths,Thomas L. Griffiths
655a298daff7d28408308f67,https://research.com/u/herbert-edelsbrunner,Herbert Edelsbrunner
655a298daff7d28408308f69,https://research.com/u/jianfeng-gao,Jianfeng Gao
655a298daff7d28408308f6b,https://research.com/u/mel-slater,Mel Slater
655a298daff7d28408308f6d,https://research.com/u/daniel-weld,Daniel S. Weld
655a298daff7d28408308f6f,https://research.com/u/fredo-durand,Frédo Durand
655a298daff7d28408308f71,https://research.com/u/kannan-ramchandran,Kannan Ramchandran
655a298daff7d28408308f73,https://research.com/u/zhi-quan-luo,Zhi-Quan Luo
655a298daff7d28408308f75,https://research.com/u/ying-chang-liang,Ying-Chang Liang
655a298daff7d28408308f77,https://research.com/u/yaochu-jin,Yaochu Jin
655a298daff7d28408308f79,https://research.com/u/mike-thelwall,Mike Thelwall
655a298daff7d28408308f7b,https://research.com/u/heinrich-h-bulthoff,Heinrich H. Bülthoff
655a298daff7d28408308f7d,https://research.com/u/horst-bunke,Horst Bunke
